2025-05-16 15:06:10,859: Log 13

2025-05-16 15:06:10,860: port: /dev/ttyUSB1, baudrate: 115200, timeout: 0.1, config_file: None
2025-05-16 15:06:10,860: Attempting to open serial XBee connection.
2025-05-16 15:06:10,870: Serial port opened.
2025-05-16 15:06:10,870: Clearing input and output buffers.
2025-05-16 15:06:11,376: Receiving data:
2025-05-16 15:06:11,379: Pass 47
2025-05-16 15:06:11,380: Receiving data:
2025-05-16 15:06:11,380: Pass fa
2025-05-16 15:06:11,380: Receiving data:
2025-05-16 15:06:11,380: Pass ca
2025-05-16 15:06:11,380: Receiving data:
2025-05-16 15:06:11,381: Pass 47
2025-05-16 15:06:11,381: Receiving data:
2025-05-16 15:06:11,381: Pass 46
2025-05-16 15:06:11,381: Receiving data:
2025-05-16 15:06:11,381: Pass ca
2025-05-16 15:06:11,382: Receiving data:
2025-05-16 15:06:11,382: Pass 4f
2025-05-16 15:06:11,382: Receiving data:
2025-05-16 15:06:11,382: Pass 5e
2025-05-16 15:06:11,382: Receiving data:
2025-05-16 15:06:11,382: Pass 4a
2025-05-16 15:06:11,382: Receiving data:
2025-05-16 15:06:11,382: Pass ea
2025-05-16 15:06:11,382: Receiving data:
2025-05-16 15:06:11,383: Pass 35
2025-05-16 15:06:11,383: Receiving data:
2025-05-16 15:06:11,383: Pass ca
2025-05-16 15:06:11,383: Receiving data:
2025-05-16 15:06:11,383: Pass 4f
2025-05-16 15:06:11,383: Receiving data:
2025-05-16 15:06:11,383: Pass 2c
2025-05-16 15:06:11,383: Receiving data:
2025-05-16 15:06:11,383: Pass 10
2025-05-16 15:06:11,384: Receiving data:
2025-05-16 15:06:11,384: Pass 4a
2025-05-16 15:06:11,384: Receiving data:
2025-05-16 15:06:11,384: Pass da
2025-05-16 15:06:11,384: Receiving data:
2025-05-16 15:06:11,384: Pass 47
2025-05-16 15:06:11,384: Receiving data:
2025-05-16 15:06:11,384: Pass 4a
2025-05-16 15:06:11,384: Receiving data:
2025-05-16 15:06:11,384: Pass da
2025-05-16 15:06:11,384: Receiving data:
2025-05-16 15:06:11,385: Pass 47
2025-05-16 15:06:11,385: Receiving data:
2025-05-16 15:06:11,385: Pass 4a
2025-05-16 15:06:11,385: Receiving data:
2025-05-16 15:06:11,385: Pass da
2025-05-16 15:06:11,385: Receiving data:
2025-05-16 15:06:11,385: Pass 47
2025-05-16 15:06:11,385: Receiving data:
2025-05-16 15:06:11,385: Pass ff
2025-05-16 15:06:11,385: Receiving data:
2025-05-16 15:06:11,386: Pass da
2025-05-16 15:06:11,386: Receiving data:
2025-05-16 15:06:11,386: Pass 47
2025-05-16 15:06:11,386: Receiving data:
2025-05-16 15:06:11,386: Pass 5a
2025-05-16 15:06:11,386: Receiving data:
2025-05-16 15:06:11,386: Pass fe
2025-05-16 15:06:11,386: Receiving data:
2025-05-16 15:06:11,386: Pass ca
2025-05-16 15:06:11,386: Receiving data:
2025-05-16 15:06:11,387: Pass 47
2025-05-16 15:06:11,387: Receiving data:
2025-05-16 15:06:11,387: Pass c2
2025-05-16 15:06:11,387: Receiving data:
2025-05-16 15:06:11,387: Pass fe
2025-05-16 15:06:11,387: Receiving data:
2025-05-16 15:06:11,387: Pass ca
2025-05-16 15:06:11,387: Receiving data:
2025-05-16 15:06:11,387: Pass 4f
2025-05-16 15:06:11,387: Receiving data:
2025-05-16 15:06:11,388: Pass d2
2025-05-16 15:06:11,388: Receiving data:
2025-05-16 15:06:11,388: Pass fb
2025-05-16 15:06:11,388: Receiving data:
2025-05-16 15:06:11,388: Pass ca
2025-05-16 15:06:11,388: Receiving data:
2025-05-16 15:06:11,388: Pass 4f
2025-05-16 15:06:11,388: Receiving data:
2025-05-16 15:06:11,388: Pass c2
2025-05-16 15:06:11,388: Receiving data:
2025-05-16 15:06:11,388: Pass ff
2025-05-16 15:06:11,389: Receiving data:
2025-05-16 15:06:11,389: Pass ca
2025-05-16 15:06:11,389: Receiving data:
2025-05-16 15:06:11,389: Pass 4f
2025-05-16 15:06:11,389: Receiving data:
2025-05-16 15:06:11,389: Pass 7b
2025-05-16 15:06:11,389: Receiving data:
2025-05-16 15:06:11,389: Pass ff
2025-05-16 15:06:11,389: Receiving data:
2025-05-16 15:06:11,389: Pass da
2025-05-16 15:06:11,389: Receiving data:
2025-05-16 15:06:11,390: Pass 4f
2025-05-16 15:06:11,390: Receiving data:
