2025-05-16 15:04:00,354: Log 12

2025-05-16 15:04:00,354: port: /dev/ttyUSB1, baudrate: 115200, timeout: 0.1, config_file: None
2025-05-16 15:04:00,354: Attempting to open serial XBee connection.
2025-05-16 15:04:00,365: Serial port opened.
2025-05-16 15:04:00,365: Clearing input and output buffers.
2025-05-16 15:04:00,870: Receiving data:
2025-05-16 15:04:00,871: Pass 42
2025-05-16 15:04:00,872: Receiving data:
2025-05-16 15:04:00,872: Pass 7b
2025-05-16 15:04:00,872: Receiving data:
2025-05-16 15:04:00,872: Pass d2
2025-05-16 15:04:00,873: Receiving data:
2025-05-16 15:04:00,873: Pass 42
2025-05-16 15:04:00,873: Receiving data:
2025-05-16 15:04:00,873: Pass 7a
2025-05-16 15:04:00,874: Receiving data:
2025-05-16 15:04:00,874: Pass da
2025-05-16 15:04:00,874: Receiving data:
2025-05-16 15:04:00,874: Pass c2
2025-05-16 15:04:00,874: Receiving data:
2025-05-16 15:04:00,874: Pass 42
2025-05-16 15:04:00,874: Receiving data:
2025-05-16 15:04:00,874: Pass 7a
2025-05-16 15:04:00,874: Receiving data:
2025-05-16 15:04:00,874: Pass ea
2025-05-16 15:04:00,874: Receiving data:
2025-05-16 15:04:00,874: Pass c2
2025-05-16 15:04:00,874: Receiving data:
2025-05-16 15:04:00,875: Pass 4a
2025-05-16 15:04:00,875: Receiving data:
2025-05-16 15:04:00,875: Pass 7b
2025-05-16 15:04:00,875: Receiving data:
2025-05-16 15:04:00,875: Pass 5a
2025-05-16 15:04:00,875: Receiving data:
2025-05-16 15:04:00,875: Pass c2
2025-05-16 15:04:00,875: Receiving data:
2025-05-16 15:04:00,875: Pass 4a
2025-05-16 15:04:00,875: Receiving data:
2025-05-16 15:04:00,875: Pass da
2025-05-16 15:04:00,875: Receiving data:
2025-05-16 15:04:00,875: Pass c2
2025-05-16 15:04:00,876: Receiving data:
2025-05-16 15:04:00,876: Pass 4a
2025-05-16 15:04:00,876: Receiving data:
2025-05-16 15:04:00,876: Pass 7b
2025-05-16 15:04:00,876: Receiving data:
2025-05-16 15:04:00,876: Pass 1b
2025-05-16 15:04:00,876: Receiving data:
2025-05-16 15:04:00,876: Pass d2
2025-05-16 15:04:00,876: Receiving data:
2025-05-16 15:04:00,876: Pass 4a
2025-05-16 15:04:00,876: Receiving data:
